,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
1678,-0.7754851,-0.20399694,-0.83350843,0.24815573,-0.32143748,0.6612752598755843,0.9709807671279186,-0.068327695,0.8687161,-0.5603545,-0.10424192,6,0
1679,-0.61947185,0.11181017,-0.83350843,0.05688379,-0.87387335,-0.7273853374555704,0.020464123938348636,-0.068327695,0.68204224,-0.7096338,-0.35558203,5,0
1680,0.3166061,-0.07767417,0.18616648,2.7453167,0.13055551,0.7769969763198472,1.4552062268660015,2.1106498,-0.0024285747,0.18604305,-1.277165,5,0
1681,-0.6974783,-0.14083555,-0.10516915,0.97073853,-0.2712161,1.0663012674305044,1.7242203711649364,0.544511,3.2332547,0.18604305,1.1524618,6,0
1682,0.004579993,-0.51980424,-0.25083706,1.9058455,0.18077688,1.413466416763293,1.5986804371587668,1.3616226,-0.6246763,-1.0828326,-1.277165,7,0
1683,0.004579993,-0.51980424,-0.25083706,1.9058455,0.18077688,1.413466416763293,1.5986804371587668,1.3616226,-0.6246763,-1.0828326,-1.277165,7,0
1684,0.0825868,-0.45664287,0.11333263,2.6390545,-0.12055184,0.6034144016534528,1.41933767429281,1.8382727,-0.998024,-0.63499415,-1.1933845,7,0
1685,0.004579993,-0.51980424,-0.25083706,1.9058455,0.18077688,1.413466416763293,1.5986804371587668,1.3616226,-0.6246763,-1.0828326,-1.277165,7,0
1686,0.16059324,-0.45664287,0.40466827,0.8432238,-0.22099476,0.6612752598755843,0.5584924125362184,1.225434,1.4909638,1.4549187,-0.4393626,5,0
1687,0.0825868,-0.45664287,0.11333263,2.6390545,-0.12055184,0.6034144016534528,1.41933767429281,1.8382727,-0.998024,-0.63499415,-1.1933845,7,0
1688,-0.38545257,-0.51980424,-0.396505,-0.8250922,-0.5223233,5.0587004847575745,1.795957476311319,0.10189289,2.0509853,0.7831608,-0.94204444,3,0
1689,-0.07342644,-1.0882573,-0.46933886,-0.87822336,-0.87387335,-0.148776755234256,0.1280697816579226,-1.0556802,0.30869454,0.18604305,0.73356056,6,0
1690,1.4086974,0.6171018,-0.10516915,-0.83571845,-0.0703303,-1.3638547778990164,1.0606521485608968,0.16999735,-0.6869009,-0.5603545,-0.6907035,4,0
1691,0.004579993,-0.51980424,-0.25083706,1.9058455,0.18077688,1.413466416763293,1.5986804371587668,1.3616226,-0.6246763,-1.0828326,-1.277165,7,0
1692,-0.15143289,-0.58296573,-0.10516915,-0.26190272,-0.5725448,0.6034144016534528,1.7421546474515321,-0.6471345,0.37091917,-0.26179537,1.0686821,6,0
1693,-0.38545257,-0.42506215,-0.68784064,0.67320454,-0.17077321,1.3556055585411617,1.473140503152597,0.306186,0.18424529,-0.85891336,-0.27180225,5,0
1694,0.39461255,-1.3409029,0.040498562,-0.85697085,0.43188405,0.9505795509862416,0.6122952413960054,0.20402929,0.93094075,-0.78427374,-1.1096047,6,0
1695,0.004579993,-0.77245003,0.11333263,-0.5169319,-0.77343065,0.25624925232066414,0.28947826823728356,-0.61308223,0.18424529,-0.93355304,0.39843988,6,0
1696,1.0186648,-0.07767417,0.3318344,2.0121076,-0.5223233,0.9505795509862416,1.329666292859832,1.225434,-0.87357473,-1.6053107,-0.4393626,6,0
1697,-0.22943932,-0.9619343,-0.10516915,-0.72945625,-0.67298776,0.48769268520918996,1.329666292859832,-1.0897323,0.6198176,-1.1574723,1.4038028,6,0
1698,-0.15143289,-0.58296573,-0.10516915,-0.26190272,-0.5725448,0.6034144016534528,1.7421546474515321,-0.6471345,0.37091917,-0.26179537,1.0686821,6,0
1699,-0.6974783,-0.45664287,-0.17800322,-0.6869514,-0.42188036,0.25624925232066414,1.0606521485608968,-0.9535437,0.99316686,-0.7096338,0.9011217,6,0
1700,-0.38545257,-0.45664287,-0.10516915,-0.77196115,-0.42188036,-0.3223593299006503,0.09220122908473127,-0.068327695,1.3665146,0.6338815,-0.27180225,6,0
1701,0.5506258,-0.2671585,0.3318344,1.2045153,-0.9240949,0.7191361180977157,1.6524832660185538,0.7828361,-0.50022554,-0.4857146,-0.18802169,5,0
1702,-0.54146546,-0.39348128,-0.9063424,-0.26190272,-0.2712161,-1.4217156361211478,-0.033338704921438346,0.306186,0.18424529,-1.3067518,-1.6122857,4,0
1703,-0.38545257,-0.014512601,0.76883775,0.2056509,0.33144113,-0.20663761345638743,0.630229517682601,0.27213377,-0.3757763,-0.63499415,-0.77448326,5,0
1704,-0.38545257,-0.14083555,0.76883775,0.2056509,0.28121978,-0.3223593299006503,0.5764266888228141,0.306186,-0.3757763,-0.5603545,-0.77448326,5,0
1705,-0.46345899,-0.51980424,-0.032335293,-0.83571845,-0.823652,0.08266667765426983,0.19980688680430525,-0.8514073,1.1798407,-0.41107494,0.6497808,6,0
1706,-0.61947185,-0.58296573,-0.68784064,-0.83571845,-0.67298776,0.4298318269870585,0.737835175402175,-0.40880942,1.1798407,0.18604305,-0.5231432,6,0
1707,-0.30744576,-0.45664287,-0.17800322,2.4477828,0.23099843,1.008440409208373,1.1323892537072795,1.7701885,1.4287392,-0.93355304,-0.77448326,5,0
1708,-0.15143289,1.7540078,-0.396505,-0.79321355,-0.020108936,-0.3223593299006503,0.8095722805485577,-0.00024352015,0.8687161,0.55924183,0.06331921,4,0
1709,-0.30744576,-0.7092886,-0.10516915,1.7358261,0.18077688,1.124162125652636,1.1503235299938752,1.2935181,1.3665146,-1.0081929,-0.6069229,5,0
1710,0.70663905,-0.14083555,-0.5421728,-0.814466,-0.97431624,-1.190272203232622,-0.8762496903914344,-0.7492709,-0.87357473,-0.41107494,-0.020461353,5,0
1711,-0.15143289,-0.83561146,-0.10516915,0.14189355,-0.7232091,0.024805819432138373,0.07426695279813562,-0.23856856,0.12202067,-0.11251605,0.23087956,5,0
1712,0.5506258,-0.9619343,0.40466827,-0.5169319,0.48210558,-0.3223593299006503,1.114454977420684,0.13594511,-0.0024285747,-0.11251605,-0.4393626,6,0
1713,-0.46345899,0.048648782,-0.32367092,0.16314596,0.3816627,-0.43808104634491324,0.36121537338366616,0.37427017,0.4953684,-0.26179537,-0.35558203,6,0
1715,-0.54146546,-0.9619343,0.18616648,-0.814466,-0.5725448,0.7191361180977157,0.5764266888228141,-1.1578368,0.6198176,0.4846017,0.81734115,8,0
1716,-0.15143289,-0.77245003,-0.032335293,0.120641135,-0.2712161,-0.09091589701212452,-0.14094436264101232,-0.23856856,0.24646991,-0.18715572,0.23087956,6,0
1717,-0.30744576,-0.39348128,0.040498562,-0.83571845,-0.371659,-0.669524479233439,0.46882103110324014,-0.8514073,-0.74912554,-0.7096338,-0.5231432,6,0
1718,1.642717,-0.83561146,0.11333263,-0.79321355,-0.0703303,-0.148776755234256,1.114454977420684,0.27213377,-0.3757763,-0.7096338,-1.277165,4,0
1719,-1.0875108,-0.6461271,-0.32367092,-0.77196115,-0.42188036,-0.38022018812278174,-0.8403811378182431,-0.44284138,0.99316686,-1.6053107,-0.94204444,6,0
1720,0.3166061,-0.83561146,0.550336,-0.60194165,-0.371659,-0.03305503878999308,1.1503235299938752,-0.1704844,1.4909638,-0.63499415,0.23087956,7,0
1721,0.7846451,-1.1514187,1.2058413,-0.5806892,0.03011261,-0.38022018812278174,1.329666292859832,0.13594511,1.7398623,-0.5603545,0.31465933,7,0
1723,-0.54146546,-0.9619343,0.18616648,-0.814466,-0.5725448,0.7191361180977157,0.5764266888228141,-1.1578368,0.6198176,0.4846017,0.81734115,8,0
1724,-0.15143289,-1.2777416,-0.10516915,-0.09188321,0.23099843,0.024805819432138373,0.11013550537132694,-0.034295753,1.5531884,-0.78427374,-0.020461353,6,0
1725,-0.22943932,-1.0250958,-0.68784064,-0.17689297,0.63277006,1.413466416763293,0.6481637939691968,0.20402929,0.43314376,-1.1574723,-1.0258242,6,0
1726,-0.15143289,-0.20399694,0.040498562,0.2056509,-0.87387335,-0.148776755234256,-0.3382214017935646,-0.7492709,0.059796046,-0.63499415,1.0686821,6,0
1727,0.3166061,0.7118439,0.91450566,1.927098,-0.32143748,2.165657573651002,1.7242203711649364,1.3616226,1.6154131,-1.2321119,-0.4393626,6,0
1729,0.23859967,-0.7092886,0.11333263,0.26940814,-0.77343065,0.8348578345419787,0.3970839259568575,-0.23856856,-0.12687781,1.1563596,0.73356056,6,0
1730,1.5647103,-0.6461271,-0.10516915,-0.9207282,-1.0245378,0.5455535434313215,-0.30235284922037325,-0.57903004,-1.7447195,-1.6799504,-0.10424192,6,0
1731,1.1746776,0.048648782,1.0601736,1.7783312,0.18077688,2.165657573651002,1.473140503152597,1.4297067,0.8687161,-1.1574723,-0.85826385,6,0
1732,-0.46345899,1.3434584,-1.9988513,-0.6231941,-1.0245378,1.008440409208373,-0.08714153378122533,-1.3621097,-0.50022554,-1.530671,1.1524618,5,0
1733,0.70663905,-0.20399694,-0.032335293,-0.9207282,-0.5223233,1.0663012674305044,0.1280697816579226,-1.0897323,-1.4335964,-0.5603545,0.48222047,6,0
1734,-0.22943932,-1.0882573,-0.10516915,0.88572884,0.28121978,1.124162125652636,1.2399949114268536,1.0892453,1.0553914,-1.0828326,-0.77448326,6,0
1735,0.62863225,-0.07767417,0.3318344,-0.17689297,-0.47210193,1.4713272749854247,1.114454977420684,-0.61308223,0.43314376,-0.41107494,1.2362424,6,0
1736,-0.85349154,-0.7092886,-0.6150067,-0.4956795,0.03011261,-0.9009679121219648,-0.21268146778739494,0.06784065,-0.50022554,-0.78427374,-1.528506,5,0
1737,-0.22943932,-1.0882573,-0.10516915,0.88572884,0.28121978,1.124162125652636,1.2399949114268536,1.0892453,1.0553914,-1.0828326,-0.77448326,6,0
1738,0.23859967,-1.1514187,0.4775021,-0.77196115,0.13055551,-0.669524479233439,-0.26648429664718193,-0.00024352015,0.12202067,-0.63499415,-0.4393626,5,0
1739,0.940658,-0.2671585,-0.17800322,-0.93135446,-0.97431624,-1.5374373525654108,-1.0914610058305823,-1.2940052,-1.9313933,-1.530671,0.73356056,4,0
1740,-0.46345899,0.23813312,1.1330074,0.2269033,0.48210558,-0.43808104634491324,0.6122952413960054,0.27213377,-0.50022554,-0.5603545,-0.77448326,6,0
1741,0.39461255,0.3012945,0.62317,-0.72945625,-0.67298776,-0.148776755234256,0.6481637939691968,-1.3621097,-0.25132707,-1.530671,1.9902643,6,0
1742,-0.6974783,-0.51980424,-0.6150067,2.0121076,-0.6227662,0.9505795509862416,0.46882103110324014,0.83389413,-0.50022554,-1.3067518,-0.6907035,6,0
1743,0.8626519,-0.20399694,0.3318344,0.97073853,-0.47210193,0.14052753587640127,0.953046490841323,1.225434,0.059796046,-0.11251605,-1.0258242,6,0
1745,-0.85349154,0.048648782,-0.032335293,1.3957872,0.08033397,0.8927186927641101,2.1905115546164233,1.0551931,-0.3757763,-0.3364353,-1.6122857,5,0
1746,0.23859967,-0.7092886,-0.17800322,-0.13438804,-0.0703303,0.14052753587640127,-0.5175641646595212,-0.20451634,-0.50022554,-0.78427374,-0.5231432,5,0
1747,0.8626519,-0.20399694,0.3318344,0.97073853,-0.47210193,0.14052753587640127,0.953046490841323,1.225434,0.059796046,-0.11251605,-1.0258242,6,0
1748,0.62863225,-0.39348128,-0.5421728,-0.8994757,-0.371659,-0.6116636210113076,-0.24855002036058627,-0.57903004,0.37091917,-0.78427374,0.31465933,5,0
1749,-0.85349154,-1.0250958,-0.32367092,-0.83571845,0.23099843,0.8348578345419787,0.3432810970970705,-0.7492709,-0.12687781,-0.7096338,-0.27180225,6,0
1750,0.16059324,-0.9619343,-0.10516915,1.0557482,-0.32143748,0.7769969763198472,1.0427178722743013,0.6806794,-0.6869009,0.33532238,-0.6907035,6,0
1751,-0.38545257,-1.0882573,-0.25083706,-0.6231941,-0.2712161,0.5455535434313215,0.6660980702557924,-0.8514073,0.99316686,-0.11251605,0.73356056,7,0
1752,-0.85349154,-0.48822355,0.91450566,1.4595445,-0.32143748,1.2977447003190303,1.4552062268660015,0.71473163,0.12202067,0.11140339,-0.85826385,6,0
1753,0.16059324,-0.6461271,-0.46933886,-0.85697085,-0.12055184,0.7191361180977157,0.4508867548166445,-0.40880942,1.2420653,0.11140339,-0.27180225,7,0
1754,-0.61947185,-1.0882573,-0.25083706,-0.6869514,-0.47210193,0.14052753587640127,-0.40995850693994723,-1.0897323,0.55759305,-0.7096338,0.48222047,6,0
1755,-0.6974783,-0.51980424,-0.6150067,2.0121076,-0.6227662,0.9505795509862416,0.46882103110324014,0.83389413,-0.50022554,-1.3067518,-0.6907035,6,0
1756,-0.38545257,-0.39348128,-0.46933886,0.5456898,0.08033397,1.3556055585411617,1.5448776082989797,0.5104588,-0.0024285747,-0.7096338,-1.0258242,5,0
1757,-0.22943932,-0.2671585,-0.6150067,0.67320454,0.23099843,1.4713272749854247,1.7780232000247234,0.71473163,-0.3135517,-0.63499415,-1.4447254,5,0
1758,1.8767366,-0.77245003,-0.25083706,-0.8994757,-0.67298776,-1.074550486788359,-1.1273295584037737,-0.6811664,-2.6158657,-0.4857146,0.06331921,5,0
1759,-0.46345899,1.8171692,-0.83350843,0.6944568,-0.2712161,2.917848730538711,1.9394316866040844,0.49343267,-0.3135517,-0.63499415,-1.0258242,5,0
1760,-0.61947185,-0.3303199,-0.9063424,-0.0068734535,-0.47210193,2.107796715428871,1.168257806280471,-0.08535381,0.55759305,-1.3067518,-0.27180225,6,0
1761,0.62863225,-0.20399694,-0.25083706,0.05688379,-0.371659,0.024805819432138373,0.14600405794451826,0.06784065,-0.3757763,-0.11251605,-0.27180225,6,0
1762,-0.61947185,-1.0250958,-0.32367092,-0.83571845,-0.7232091,-0.6116636210113076,-0.3202871255069689,-1.0216482,1.4909638,-0.78427374,0.39843988,7,0
1763,0.0825868,-0.77245003,-0.10516915,1.1620103,-0.7232091,-0.7273853374555704,-0.06920725749462966,0.816868,1.117616,-0.18715572,-0.77448326,6,0
1764,-0.38545257,-0.39348128,-0.46933886,0.5456898,0.08033397,1.3556055585411617,1.5448776082989797,0.5104588,-0.0024285747,-0.7096338,-1.0258242,5,0
1765,-0.22943932,-0.2671585,-0.6150067,0.67320454,0.23099843,1.4713272749854247,1.7780232000247234,0.71473163,-0.3135517,-0.63499415,-1.4447254,5,0
1766,-0.46345899,-0.07767417,-0.396505,0.4819325,0.13055551,1.4713272749854247,1.6704175423051495,0.5104588,-0.3135517,-0.5603545,-1.4447254,5,0
1767,0.16059324,-0.07767417,-0.68784064,-0.79321355,-0.020108936,1.124162125652636,1.1323892537072795,0.306186,0.37091917,1.2309992,-1.3609457,5,0
1768,-0.46345899,0.23813312,-1.7803495,-0.85697085,-0.17077321,1.5870489914296875,0.5046895836764315,-0.81735504,-0.3135517,-1.0828326,-0.4393626,5,0
1769,0.39461255,0.6171018,-0.25083706,-0.19814539,-0.2712161,0.14052753587640127,-0.24855002036058627,-0.9535437,-0.3757763,0.26068273,1.4038028,7,0
1770,0.47261935,0.36445588,-0.396505,0.949486,0.3816627,0.14052753587640127,1.168257806280471,0.306186,-1.1224732,-0.78427374,0.31465933,6,0
1771,-0.54146546,-0.9619343,-0.396505,-0.85697085,-0.5223233,0.5455535434313215,0.4508867548166445,-0.1704844,0.74426687,1.4549187,-0.85826385,6,0
1772,0.47261935,0.42761746,-0.396505,0.8644763,0.3816627,0.08266667765426983,1.114454977420684,0.306186,-1.1224732,-0.7096338,0.31465933,6,0
1773,0.47261935,0.36445588,-0.396505,0.949486,0.3816627,0.14052753587640127,1.168257806280471,0.306186,-1.1224732,-0.78427374,0.31465933,6,0
1774,-0.22943932,-0.8987729,-0.25083706,-0.5169319,0.13055551,0.14052753587640127,-0.30235284922037325,-0.7492709,-0.3757763,-0.93355304,0.23087956,6,0
1776,-0.46345899,-0.51980424,0.25900033,1.8208358,0.88387704,0.6612752598755843,0.845440833121749,1.4978112,2.11321,-0.41107494,-0.6069229,5,0
1777,-0.54146546,-0.9619343,-0.396505,-0.85697085,-0.5223233,0.5455535434313215,0.4508867548166445,-0.1704844,0.74426687,1.4549187,-0.85826385,6,0
1778,-0.61947185,-1.1514187,0.3318344,-0.77196115,-0.87387335,0.7191361180977157,0.6122952413960054,-0.81735504,1.2420653,1.2309992,0.39843988,8,0
1779,-0.61947185,-1.1514187,0.3318344,-0.77196115,-0.87387335,0.7191361180977157,0.6122952413960054,-0.81735504,1.2420653,1.2309992,0.39843988,8,0
1780,0.940658,-1.0250958,-0.032335293,-0.0068734535,0.03011261,0.9505795509862416,0.6122952413960054,0.23808153,0.12202067,-1.0828326,-0.6069229,5,0
1781,-0.85349154,-0.07767417,0.40466827,-0.77196115,-0.020108936,-1.0166896285662277,1.5090090557257885,-0.034295753,1.6776377,-0.63499415,-0.020461353,4,0
1782,1.0186648,-0.77245003,-0.396505,0.8113453,-0.87387335,2.4549618647616596,0.46882103110324014,-0.034295753,-1.0602486,-1.1574723,0.73356056,6,0
1783,1.1746776,0.7434246,0.62317,-0.83571845,0.78343433,-0.7852461956777019,-0.2844185729337776,0.37427017,0.30869454,0.33532238,-0.35558203,6,0
1784,-0.38545257,-0.58296573,-0.17800322,0.29066065,-0.67298776,1.3556055585411617,0.19980688680430525,-0.4768936,0.68204224,-0.4857146,0.9011217,7,0
1785,1.0186648,-0.77245003,-0.396505,0.8113453,-0.87387335,2.4549618647616596,0.46882103110324014,-0.034295753,-1.0602486,-1.1574723,0.73356056,6,0
1786,0.16059324,-0.014512601,-0.396505,-0.60194165,-0.5725448,-0.09091589701212452,-0.015404428634842685,-1.1237845,-0.93579936,-0.037876386,1.0686821,7,0
1787,0.004579993,-0.45664287,-0.10516915,-0.70820385,-0.9240949,1.124162125652636,0.7557694516887707,-1.2599732,0.68204224,-0.7096338,1.320023,7,0
1788,0.7846451,0.17497174,-0.17800322,0.46068007,-0.823652,0.3719709687649271,0.11013550537132694,-0.23856856,-0.3757763,-1.3813915,1.2362424,5,0
1789,0.47261935,-0.83561146,-0.5421728,-0.814466,-1.275645,-0.26449847167851886,1.3117320165732362,-1.2259209,-0.87357473,1.6041981,1.320023,7,0
1790,1.720723,-1.0882573,-0.10516915,-0.85697085,-0.47210193,-0.26449847167851886,1.0785864248474926,0.27213377,-0.43800092,-0.4857146,-1.1933845,5,0
1791,-0.61947185,-0.014512601,-0.5421728,-0.814466,0.13055551,-0.3223593299006503,0.020464123938348636,-0.102379926,0.8687161,-0.18715572,-1.0258242,5,0
1792,0.47261935,-0.7092886,0.3318344,-0.85697085,0.23099843,-0.5538027627891762,0.6660980702557924,-0.54499805,-0.12687781,0.03676328,-0.10424192,6,0
1793,0.16059324,0.11181017,-0.032335293,2.6603072,0.53232694,0.6612752598755843,1.2758634640000448,1.9063771,0.30869454,0.8578005,-1.1933845,5,0
1794,-0.46345899,0.23813312,-0.5421728,-0.72945625,0.63277006,-0.43808104634491324,0.07426695279813562,-0.00024352015,0.6198176,0.11140339,-0.94204444,5,0
1795,-0.38545257,0.23813312,0.6960039,0.18439847,0.48210558,-0.4959419045670447,0.5943609651094097,0.23808153,-0.3757763,-0.41107494,-0.77448326,6,0
1796,-0.07342644,0.23813312,0.040498562,-0.85697085,-0.7232091,-0.20663761345638743,0.1818726105177096,-0.9535437,-0.18910244,0.7085212,1.2362424,5,0
1797,-0.22943932,-0.51980424,-0.32367092,0.76884043,-0.6227662,0.3719709687649271,0.2177411630909009,-0.34070498,0.30869454,-1.3813915,0.6497808,8,0
1798,-0.30744576,-0.6461271,-0.17800322,2.1183698,1.0847628,1.4713272749854247,1.0247835959877056,1.2935181,-0.998024,-0.85891336,-1.528506,6,0
1799,-0.61947185,-0.45664287,-0.7606746,0.3544179,-0.5725448,0.25624925232066414,0.8275065568351534,0.34021792,1.0553914,0.40996206,-0.5231432,6,0
1800,0.3166061,-0.20399694,-0.68784064,1.0132433,-0.12055184,1.529188133207556,1.3476005691464275,0.6806794,-0.87357473,-0.93355304,-1.0258242,6,0
1801,1.720723,-1.0882573,-0.6150067,-0.814466,-0.47210193,-0.9588287703440963,-0.8762496903914344,-0.13643216,-0.93579936,-1.530671,-0.85826385,5,0
1802,-0.30744576,-0.6461271,-0.17800322,2.1183698,1.0847628,1.4713272749854247,1.0247835959877056,1.2935181,-0.998024,-0.85891336,-1.528506,6,0
1803,-0.61947185,-0.45664287,-0.7606746,0.3544179,-0.5725448,0.25624925232066414,0.8275065568351534,0.34021792,1.0553914,0.40996206,-0.5231432,6,0
1804,0.3166061,-0.20399694,-0.68784064,1.0132433,-0.12055184,1.529188133207556,1.3476005691464275,0.6806794,-0.87357473,-0.93355304,-1.0258242,6,0
1805,0.23859967,-0.014512601,0.550336,1.4807968,0.6829912,-0.09091589701212452,0.056332676511539954,0.95305663,-0.3757763,-1.0081929,-0.94204444,5,0
1806,0.3166061,0.3012945,-0.83350843,-0.43192214,-0.2712161,-1.2481330614547534,0.0025298476517529754,-0.068327695,-0.43800092,-0.85891336,-0.94204444,5,0
1807,1.2526845,-0.83561146,0.8416718,2.0333602,0.08033397,1.7027707078739505,1.2220606351402579,2.1106498,0.37091917,1.9773968,-1.4447254,6,0
1808,0.23859967,-0.014512601,0.550336,1.4807968,0.6829912,-0.09091589701212452,0.056332676511539954,0.95305663,-0.3757763,-1.0081929,-0.94204444,5,0
1809,1.2526845,-0.83561146,0.8416718,2.0333602,0.08033397,1.7027707078739505,1.2220606351402579,2.1106498,0.37091917,1.9773968,-1.4447254,6,0
1810,-0.46345899,0.17497174,-0.7606746,-0.83571845,-0.12055184,0.48769268520918996,1.2220606351402579,-0.61308223,-0.25132707,-0.85891336,-0.5231432,6,0
1811,0.3166061,0.3012945,-0.83350843,-0.43192214,-0.2712161,-1.2481330614547534,0.0025298476517529754,-0.068327695,-0.43800092,-0.85891336,-0.94204444,5,0
1812,-1.2435241,0.80658615,-0.5421728,-0.13438804,-0.47210193,-0.38022018812278174,-0.786578308958456,-1.2940052,0.43314376,-1.1574723,1.7389241,6,0
1813,0.004579993,-1.1514187,0.4775021,-0.8994757,-0.67298776,-0.7273853374555704,-0.10507581006782099,-0.9875959,-0.18910244,-0.7096338,0.48222047,6,0
1814,0.7846451,0.55394024,-0.17800322,-0.28315514,-1.0747592,0.024805819432138373,-0.2844185729337776,-1.1918688,-1.3713717,-1.530671,1.9064845,7,0
1815,-0.30744576,-0.20399694,0.25900033,-0.5594368,-0.67298776,-1.190272203232622,0.8633751094083447,-1.1578368,-0.81135017,0.03676328,1.2362424,6,0
1816,-0.38545257,-0.39348128,-0.10516915,1.7995833,-1.1249807,0.19838839409853273,0.2715439919506879,0.23808153,0.8687161,-0.18715572,1.2362424,7,0
1817,0.004579993,1.0592319,-2.290187,-0.98448545,-0.87387335,0.8927186927641101,-0.033338704921438346,-0.4768936,-0.18910244,-1.3813915,-1.1096047,4,0
1818,-0.931498,-0.45664287,-0.17800322,-0.9419806,-0.97431624,-0.20663761345638743,-0.35615567808016024,-1.702571,0.99316686,-0.63499415,1.4875833,6,0
1819,-0.30744576,-0.014512601,-0.25083706,-0.8994757,-0.97431624,0.4298318269870585,0.2715439919506879,-1.9408962,-0.18910244,-0.85891336,2.074045,6,0
1820,-0.30744576,-0.20399694,0.25900033,-0.5594368,-0.67298776,-1.190272203232622,0.8633751094083447,-1.1578368,-0.81135017,0.03676328,1.2362424,6,0
1821,0.16059324,-0.2671585,-0.032335293,-0.79321355,-0.823652,-0.43808104634491324,-0.10507581006782099,-0.6811664,-0.93579936,-1.0828326,0.31465933,5,0
1822,0.7846451,0.55394024,-0.17800322,-0.28315514,-1.0747592,0.024805819432138373,-0.2844185729337776,-1.1918688,-1.3713717,-1.530671,1.9064845,7,0
1823,0.0825868,-0.8987729,-0.5421728,0.18439847,0.13055551,0.19838839409853273,2.0649716206102537,0.6125952,0.8687161,0.11140339,-0.4393626,6,0
1824,-0.54146546,-0.07767417,-1.4161798,1.289525,-0.9240949,0.25624925232066414,0.8813093856949403,0.95305663,-0.0024285747,-1.530671,-1.277165,5,0
1825,-0.07342644,-0.07767417,0.62317,-0.83571845,-0.87387335,-1.0166896285662277,-0.5713669935193082,-0.068327695,1.2420653,0.55924183,-0.10424192,5,0
1826,-0.54146546,-0.07767417,-1.4161798,1.289525,-0.9240949,0.25624925232066414,0.8813093856949403,0.95305663,-0.0024285747,-1.530671,-1.277165,5,0
1827,0.0825868,-0.8987729,-0.5421728,0.18439847,0.13055551,0.19838839409853273,2.0649716206102537,0.6125952,0.8687161,0.11140339,-0.4393626,6,0
1828,0.0825868,-1.0250958,-0.6150067,0.18439847,-0.020108936,0.25624925232066414,2.2263801071896148,0.57854295,0.8687161,0.11140339,-0.4393626,6,0
1829,0.39461255,0.68026316,-0.5421728,1.2257677,-1.0245378,0.6034144016534528,0.9171779382681317,0.06784065,-0.6246763,-0.7096338,0.6497808,7,0
1830,0.39461255,0.68026316,-0.5421728,1.2257677,-1.0245378,0.6034144016534528,0.9171779382681317,0.06784065,-0.6246763,-0.7096338,0.6497808,7,0
1831,0.16059324,0.9960705,-0.5421728,2.0546126,-1.0747592,0.19838839409853273,0.6660980702557924,0.23808153,-0.5624502,-0.11251605,1.2362424,7,0
1832,0.39461255,0.68026316,-0.5421728,1.2257677,-1.0245378,0.6034144016534528,0.9171779382681317,0.06784065,-0.6246763,-0.7096338,0.6497808,7,0
1833,0.16059324,0.9960705,-0.5421728,2.0546126,-1.0747592,0.19838839409853273,0.6660980702557924,0.23808153,-0.5624502,-0.11251605,1.2362424,7,0
1834,-0.61947185,-0.77245003,-0.10516915,0.035631377,-0.371659,0.7191361180977157,0.7916380042619621,0.10189289,2.3621085,-0.85891336,0.06331921,6,0
1837,0.004579993,-0.58296573,-0.17800322,-0.6869514,-0.7232091,0.3719709687649271,-0.24855002036058627,-0.88545954,0.30869454,0.8578005,0.39843988,7,0
1838,-0.54146546,0.048648782,0.3318344,1.1832628,0.03011261,1.2977447003190303,2.351920041195785,1.2935181,1.3665146,0.18604305,-1.0258242,6,0
1840,-0.22943932,-0.9619343,0.11333263,-0.9419806,0.13055551,-0.38022018812278174,0.8633751094083447,-0.6811664,1.2420653,-0.11251605,-0.020461353,5,0
1841,0.004579993,-0.58296573,-0.17800322,-0.6869514,-0.7232091,0.3719709687649271,-0.24855002036058627,-0.88545954,0.30869454,0.8578005,0.39843988,7,0
1842,0.7846451,-0.9619343,-0.032335293,1.3532823,-0.6227662,3.7857616038706827,2.3877885937689762,1.0211611,-0.93579936,-0.037876386,-0.85826385,6,0
1843,0.8626519,-0.3303199,0.98733956,0.503185,0.3816627,0.08266667765426983,0.41501820224345315,0.8849725,0.68204224,1.828117,0.5660002,6,0
1844,-0.85349154,0.048648782,1.0601736,-0.15564056,-1.1249807,-0.5538027627891762,-0.39202423065335157,-1.2259209,0.43314376,0.7085212,1.4875833,6,0
1845,0.16059324,0.68026316,-0.83350843,1.289525,-0.12055184,0.7769969763198472,0.737835175402175,1.1573497,0.30869454,-0.63499415,-1.277165,5,0
1846,0.3166061,-0.45664287,1.9341805,0.5244374,-0.5223233,1.8184924243182132,1.1503235299938752,0.6806794,-0.93579936,-1.0828326,-1.277165,5,0
1847,0.16059324,0.68026316,-0.83350843,1.289525,-0.12055184,0.7769969763198472,0.737835175402175,1.1573497,0.30869454,-0.63499415,-1.277165,5,0
1848,1.1746776,0.9960705,1.8613466,2.6284282,0.03011261,0.19838839409853273,2.280182936049402,2.0765977,-1.495821,2.2013159,-1.277165,5,0
1849,-0.15143289,-0.58296573,-0.46933886,-0.79321355,-0.47210193,1.008440409208373,1.3117320165732362,-0.88545954,0.18424529,-0.78427374,0.73356056,6,0
1850,-0.07342644,-0.51980424,-0.46933886,-0.814466,-0.2712161,1.124162125652636,1.168257806280471,-0.71521866,-0.12687781,-0.78427374,0.39843988,7,0
